address,name,location,liked_food_from_review,latitude,longitude,rank
"Narasipura Layout, Vidyaranyapura, Bangalore",Red Chillies Curries Point,Yelahanka,[],13.1006982,77.5963454,10452.0
"Gagan Lake View, Kodigehalli, Krishnarajapura, Bengaluru",Midnight Foodie,Marathahalli,[],12.9552572,77.6984163,10452.0
"Number 19, Nagappa Street, Palace Guttahalli, Seshadripuram, Bangalore",Maa Ka Dulaar,Seshadripuram,[],12.9931876,77.5753419,10452.0
"806/1, Rajeshwari Business chambers, New Thippasandra Road, Thippasandra, Bangalore",The Daily Dabba,Thippasandra,[],12.973936,77.6509982,10452.0
"199/C, 1st Stage, Mahaganapathi Nagar, Basaveshwara Nagar, Rajajinagar, Bangalore",Sree Banashankari Donne Biriyani,Rajajinagar,[],12.9882338,77.554883,10452.0
"1330, 24th Main Road, 2nd Sector, Near Power Station, HSR, Bangalore",Sagar Fast Food,HSR,[],12.9116225,77.6388622,10452.0
"Nagawara Main Road, Opposite Arabic College, Nagawara, Bangalore",Masaala Town,Nagawara,[],13.0431413,77.6209093,10452.0
"24 Main Road, Near Thurmala Theatre, HSR, Bangalore",New GFC Dum Biryani,HSR,[],12.9116225,77.6388622,10452.0
"17/9, 18th Cross, Sector 3, HSR, Bangalore",Special Taste 99 Varieties Dosa,HSR,[],12.9116225,77.6388622,10452.0
"Trifecta Adatto, 21, ITPB Main Road, Garudachar Palya, Mahadevapura, Whitefield, Bangalore",Samosa Singh,Whitefield,[],12.9696365,77.7497448,10452.0
"2nd Floor, Opposite Bharath Petrol Bunk, Rajapalya, Hoodi, Whitefield, Bangalore",Bhojana Restaurant,Whitefield,[],12.9696365,77.7497448,10452.0
"2035, 26th Main Road, South End F Cross, Oppsite Ragigudda Temple, 9th block, J.p.Nagar, Bangalore, Bengaluru",SAATHVIK Cafe Chats,JP Nagar,[],12.9120761,77.57939318031076,10452.0
"6/78, Hosur Road, Muniswamy Layout, Konappana Agrahara, Electronic City, Bangalore",Indian Tava Phasta,Electronic City,[],12.8487599,77.64825295827616,10452.0
"9th Block, Jayanagar, Bangalore",Lakshmi Sweets,Jayanagar,[],12.9292731,77.5824229,10452.0
"10, 2nd Main Road, Adugodi, Koramangala 8th Block, Bangalore",New Udupi Grand,Koramangala 8th Block,[],12.9408685,77.617338,10452.0
"26, 5th Cross, Ayesha Tower, Someshwara Nagar Main Road, 1st Block, Jayanagar, Bangalore",Priya Restaurant,Jayanagar,[],12.9292731,77.5824229,10452.0
"2, Virat Nagar Main Raod, Bommanahalli, Bangalore",SLV Hotel,Bommanahalli,[],12.9089453,77.6239038,10452.0
"25th Main, 22nd Cross, HSR Layout, Bangalore",Fry Factory,HSR,[],12.9116225,77.6388622,10452.0
"6/1, BCC Layout, Swagath Main Road, 4th T Block, Jayanagar, Bangalore",Aliyar Cafe Sweet Palace,Jayanagar,[],12.9292731,77.5824229,10452.0
"290/21, Chairman Layout, Banaswadi Main Road, Banaswadi, Bangalore",Karnataka Biryani Corner,Banaswadi,[],13.0141618,77.6518539,10452.0
"Near MVJ College, Channasandra Main Road, Whitefield, Bangalore",SRF Family Restaurant,Whitefield,[],12.9696365,77.7497448,10452.0
"17/2C, BBMP Khatha, 639/604 Varthur Kodi Circle, Varthur Main Road, Whitefield, Bangalore",FreshMenu,East Bangalore,[],12.8504319,77.6601401,10452.0
"Primed Food Court, Embassy Golf Links Business Park Off Intermediate Ring Road, Domlur, Bangalore",Shiv Sagar,Domlur,[],12.9624669,77.6381958,10452.0
"Opposite Med Plus Medicals, Near Ganesh Temple, Panduranga Nagar, Bannerghatta Main Road, Bangalore",Yumme,Bannerghatta Road,[],12.9521804,77.6041899,10452.0
"R.G . Apartment , Behind Bosch building, Bommanahalli, Bangalore",The Home Kitchen,Bommanahalli,[],12.9089453,77.6239038,10452.0
"74/2, Bellandur Junction, Outer Ring Road, Opposite Apollo Pharmacy, Bellandur, Bangalore",Parrattha Ssinghh,Bellandur,[],12.93103185,77.6782471,10452.0
"28, 6th Cross, TMCS Layout , Beside Lifecare Medicals, 1st Phase, JP Nagar, Bangalore",Home Treats,JP Nagar,[],12.9120761,77.57939318031076,10452.0
"710, Thubarahalli, Varthur Main Road, Whitefield, Bangalore",Bottle Genie,"Varthur Main Road, Whitefield",[],12.944569,77.7469486,10452.0
"1, 100 Feet Ring Road, Phase 1, Stage 2, BTM, Bangalore",Masale Daan,BTM,[],12.91127585,77.60456543431182,10452.0
"1st Main Road, Maruti Nagar, Madivala, Bangalore, BTM, Bangalore",Snack Souq,BTM,[],12.91127585,77.60456543431182,10452.0
"Near Veerasandra Lake, Hosur Road, Electronic City, Bangalore",Kerala Food,Electronic City,[],12.8487599,77.64825295827616,10452.0
"3, Aasiya Mansion, Opposite Big Bazaar, 1st Cross Kothanur, JP Nagar, Bangalore",Biriyani Expess,JP Nagar,[],12.9120761,77.57939318031076,10452.0
"Food Court, Salarpuriya Soft Zone, Outer Ring Road, Bellandur, Bangalore",Wai Wai City,Bellandur,[],12.93103185,77.6782471,10452.0
"36/9, 1st Floor, SLV Crystal, Above Orange Supermarket, Yelanahalli, Bannerghatta Road Bangalore",Sai Food Court,Bannerghatta Road,[],12.9521804,77.6041899,10452.0
"Behind Ajmera motors, opposite to Salarpuria serenity, 6th Main Rd, HSR Layout, Bengaluru, Karnataka 560102",Goodness! Beverages,HSR,[],12.9116225,77.6388622,10452.0
"#13, Banaswadi Extension, Dodda Banaswadi, Bangalore",Hotel Chirag,Banaswadi,[],13.0141618,77.6518539,10452.0
"3, 21st Cross Rd, Krishna Layout, Hulimavu, Bannerghatta Road, Bangalore",Sri SLV Bhavan,Bannerghatta Road,[],12.9521804,77.6041899,10452.0
"52, Behind Kudlu Gate Bus Stop, Kudlu Gate, Bommanahalli, Bangalore",Momo King,Bommanahalli,[],12.9089453,77.6239038,10452.0
"48, 2nd Cross, Jananeshwari Layout, Thindlu, Vidyaranyapura post, Banaswadi, Bangalore.",Multi Ruchish,New BEL Road,[],13.0400592,77.5635717,10452.0
"22, Opposite Manjunatha Apartment, 5th Cross, Wind Tunnel Road, Murgeshpalya, Old Airport Road, Bangalore",Frozen Bite,Old Airport Road,[],12.9586397,77.6651309,10452.0
"3 To 5, Ananthanagar Complex, Anantha Nagar, Electronic City, Bangalore",Sri Kathyayani Upahar,Electronic City,[],12.8487599,77.64825295827616,10452.0
"729, Second A Cross, Fifth Main, Second Block, Hrbr Layout, Kalyan Nagar Post, HBR Layout, Bangalore",Chai Point,HBR Layout,[],13.0358698,77.6323597,10452.0
"1, Near Modern School, Muneshwara Swamy Layout, Ejipura, Bangalore",Shree Jagannath Kitchen,Ejipura,[],12.945245,77.6269144,10452.0
"18, Ground Floor, Devi Complex, 17th F Cross Road, HAL 2nd Stage, laksmipuram, Indiranagar, Bangalore",Sree Vinayaka Puttukada,Indiranagar,[],12.9732913,77.6404672,10452.0
"Shop 5, First Floor, New Thippasandra Main Road, 9th Main, Opposite to Meenakshi Electrical, Thippasandra, Indiranagar, Bangalore",Goodness! Beverages,Indiranagar,[],12.9732913,77.6404672,10452.0
"43, Temple Street, RS Palya Main Road, Kammanahalli, Bangalore",Mitraa Da Pizza,Kammanahalli,[],13.0093455,77.6377094,10452.0
"Near TVS Showroom, Mysore Road, Bangalore",Godumana Moddha Hotel,Mysore Road,[],12.9466619,77.5300896,10452.0
"6/3,8th Main Road, Vasanth Nagar, Bangalore",Arham's Resto,Vasanth Nagar,[],12.98872125,77.58516877601824,10452.0
"27, Carmelaram, Janatha Colony, Chikkabellandur, Sarjapur Road, Bangalore",Food Express,Sarjapur Road,[],12.920441,77.6653284,10452.0
"#325, Ground Floor, 6th Main Road, HAL 2nd Stage, Indiranagar, Bangalore",GOOD MEALS,Indiranagar,[],12.9732913,77.6404672,10452.0
"9, HM Road, Opposite Nirmala Girls High school, Lingarapuram, Hennur, Bangalore",Bismillah Hotel,Hennur,[],13.0258087,77.6305067,10452.0
"2, 25, VenkarajuKena, MangamPalya",Hot & Cold Juice Cafe,Bommanahalli,[],12.9089453,77.6239038,10452.0
"939, Near Sri Dharmaraya Swamy Temple, City Market, Bangalore",Sai Sagar,City Market,[],12.965718,77.5762705372058,10452.0
"299-1/03, 1st Floor, 14th Cross Road, BTS Main Road, Wilson Garden, Bangalore",Hunger Lust,Wilson Garden,[],12.9489339,77.5968273,10452.0
"Shop 1 & 2, Survey 522, Next to Popular Maruti Spare Parts, Opposite to City Lights, Sarjapur Road, Bangalore",Petoo,Sarjapur Road,"['palak', 'butter naan', 'pulao', 'naan', 'butter']",12.920441,77.6653284,10452.0
"55, H Siddaiah Road, Sudhama Nagar, Shanti Nagar, Bangalore",Hotel Select,Shanti Nagar,[],12.9575547,77.5979099,10452.0
"273/8, Muniram Reddy Building, Doddathagur Road, Electronic City, Bangalore",Nesara Upahar,Electronic City,[],12.8487599,77.64825295827616,10452.0
"16/10, Thirumalappa Complex, Hosplaya Main Road, Near Ujala Factory, Bommanahalli, Bangalore",Navi's Kitchen,Bommanahalli,[],12.9089453,77.6239038,10452.0
"Shop 38, Beside Balaji Medical, Venkatapura Main Road, Koramangala 1st Block, Bangalore",Harilal ka Bihari Dhaba,Koramangala 1st Block,[],12.9277245,77.6327822,10452.0
"Kitchens@, 14th Main, 5th Sector HSR, Bangalore",Samosa Singh,HSR,[],12.9116225,77.6388622,10452.0
"No 36/1, VP Khatha, 143/1, Kadabeesanahalli, Outer Ring Road, Marathahalli",Goodness! Beverages,Marathahalli,[],12.9552572,77.6984163,10452.0
"17F Cross, Near BBMP Park, 2nd Stage, Indiranagar, Bangalore",Malabar Cafe,Indiranagar,['tea'],12.9732913,77.6404672,10452.0
"199, Second Floor, C Cross, Koramangala 7th Block, Bangalore",Cupcake Bliss,Koramangala 7th Block,[],12.9364846,77.6134783,10452.0
"15, Third Cross, Church Road, Marappa Garden, Benson Town Post",Ahmeds Takeaway Restaurant,Frazer Town,[],12.9986827,77.615525,10452.0
"4, Aayee Matha Temple Road, Vinayaka Nagar, Muneswara Nagar, Sector 6, HSR Layout",Juicy Cafe,HSR,[],12.9116225,77.6388622,10452.0
"6th Phase, JP Nagar, Bangalore",Sandwich Manne,JP Nagar,[],12.9120761,77.57939318031076,10452.0
"Near Vishal Mega Market, Sector 6, HSR, Bangalore",SS Food Point,HSR,[],12.9116225,77.6388622,10452.0
"Opposite Ciy Medicals, Main Road, Bellandur, Bangalore",Ambur Dum Biryani,Bellandur,[],12.93103185,77.6782471,10452.0
"Neeladri Nagar, Electronic City, Phase 1, Bangalore, Electronic City, Bangalore",Edigo,Electronic City,[],12.8487599,77.64825295827616,10452.0
"120, City Market, Bangalore",Lama Restaurant,City Market,[],12.965718,77.5762705372058,10452.0
"Velankanni Tech Park Road, Oppsite HP 4th Gate, Electronic City, Bangalore",Hotel Amrit,Electronic City,[],12.8487599,77.64825295827616,10452.0
"Next to Vineyard Chrysolite Apartment, 1st Cross, Basappa Layout, Hennur, Bangalore",RRK Caterings Night Eatout,Hennur,[],13.0258087,77.6305067,10452.0
"304, May Flower Apartments, Near BBMP Office, Horamavu Agara Road, Rammurthy Nagar, Bangalore",Arcots Home Kitchen,Rammurthy Nagar,[],,,10452.0
"5M/406, Hennur Road, 2nd Block Extension, Kammanahalli, Bangalore",Goodness! Beverages,Kammanahalli,[],13.0093455,77.6377094,10452.0
"27, Robertson Road, Frazer Town, Bangalore, Bengaluru",Farida's Kitchen,Frazer Town,[],12.9986827,77.615525,10452.0
"12, 100 Feet Road, 1st Stage, BTM, Bangalore",Fast N Food,BTM,[],12.91127585,77.60456543431182,10452.0
"Channakesahava Nagar, HAL 2nd Stage, Doopanahalli, Indiranagar, Bangalore",Sri Lakshmi Darshini Canteen,Indiranagar,[],12.9732913,77.6404672,10452.0
"Shop 5, First Floor, New Building 15 A, Kasavanahalli Main Road, Sarjapur Road, Bangalore",Goodness! Beverages,Sarjapur Road,[],12.920441,77.6653284,10452.0
"HAL Rama Reddy Complex, Opposite Police Station, Sarjapur Circle, Sarjapur Road, Bangalore",Atithi Grand,Sarjapur Road,[],12.920441,77.6653284,10452.0
"Immadihalli Main Road, Near KEB Office, Whitefield, Bangalore",Star Restaurant,Whitefield,[],12.9696365,77.7497448,10452.0
"168, 16th Croos, 7th Mainroad NS Palya, BTM, Bangalore",Ahmed's Little Hut,BTM,[],12.91127585,77.60456543431182,10452.0
"K 137, Neeladri Rd, Karuna Nagar, Electronics City Phase 1, Electronic City, Bengaluru, Karnataka 560100, India",Wedesi,Electronic City,[],12.8487599,77.64825295827616,10452.0
"Ground Floor, Opposite Central Mall, Bellandur, Bangalore",Frosty Fills,Bellandur,"['pista', 'apricot', 'dry fruit', 'almond']",12.93103185,77.6782471,10452.0
"Number 11, Ground Floor, Behind Axis Bank Data Central, Electronic City, Phase 2, Bangalore",Neelu's Food Court,Electronic City,[],12.8487599,77.64825295827616,10452.0
"417/1, 100 Ft Roa, Koramangala 4th Block, Bangalore",The Shawarma Shop,Koramangala 4th Block,[],12.9327778,77.6294052,10452.0
"Embassy Tech Village, Devarabisanahalli, Bellandur, Bangalore",Chai Point,Bellandur,[],12.93103185,77.6782471,10452.0
"Inside Bagamane Tech Park, CV Raman Nagar, Bangalore",Indian Masala House,CV Raman Nagar,[],12.9856596,77.6638971,10452.0
"Shop 47, Kudlu Gate, Hosur Main Road, Electronic City, Bangalore",Punjabi Dhaba And Family Restaurant,Electronic City,[],12.8487599,77.64825295827616,10452.0
"18, 10th Cross Road, Keb Layout, Narayan Gowda Layout, 1st Stage, BTM, Bangalore",Rayalaseema Abhiruchulu,BTM,[],12.91127585,77.60456543431182,10452.0
"Near Ghouzia Masjid, Virat Nagar, Bommanahalli, Bangalore",Hotel Sultan,Bommanahalli,[],12.9089453,77.6239038,10452.0
"Near Yamlur Bus Stop, Yemalur Main Rd, Yemalur, Bellandur, Bangalore",Litti Chokha Junction,Bellandur,[],12.93103185,77.6782471,10452.0
"34, Nagarabhavi Main Road, 2nd Block, Govindaraja Nagar Ward, Maruthi Nagar, Whitefield, Bangalore",Thindi Sante,Whitefield,[],12.9696365,77.7497448,10452.0
"819, 1st Main, 3rd Block, 80Feet Main Road HBR Layout, Banglore",Razakhiya Hotel,HBR Layout,[],13.0358698,77.6323597,10452.0
"15, South End Road, Basavanagudi, Bangalore",Victoria Terminus,Basavanagudi,[],12.9417261,77.5755021,10452.0
"C/90-2, 1st Floor, Devasandra Industrial Estate, Garudacharpalya, Next To Phoenix Mall Mahadevpura, Whitefield, Bangalore",Cupcake Bliss,Whitefield,[],12.9696365,77.7497448,10452.0
"Food Court, Ascendas Park Square Mall, ITPL Main Road, Whitefield, Bangalore",Noodle And Soup Point,Whitefield,[],12.9696365,77.7497448,10452.0
"Shop No.1, Harlur Main Road, HSR Phase 2, Near Indian Oil Petrol Pump, HSR, Bangalore",Spicy Menu,HSR,[],12.9116225,77.6388622,10452.0
"S V Millan, Near Loyal City Super Market, Swami Vivekanand Road, Whitefield, Bangalore",YummTumm,Whitefield,[],12.9696365,77.7497448,10452.0
"74, veerabadrappa cross, R.s .palya, Kammanahalli, Bangalore",Ambur Biryani,Kammanahalli,[],13.0093455,77.6377094,10452.0
"270, Channasandra Main Road, Near Hope Form Signal, Beside Spirits Of Suruloka Bar, Whitefield, Bangalore",Curries And Pickles,Whitefield,[],12.9696365,77.7497448,10452.0
"Gem Willington Basement, Next to HP Petrol Pump, Old Airport Road, Bangalore",Peter's Food Junction,Old Airport Road,[],12.9586397,77.6651309,10452.0
"6, Hennur Village, Kalyan Nagar Post, Near Government School, Opposite To Sarawathi Clinic, Kalyan Nagar, Bangalore",Samosa Singh,Kalyan Nagar,[],13.0221416,77.6403368,10452.0
"19, Tavarekere Main Road, Kaveri Layout, Suddagunte Palya, BTM, Bangalore",Zed Cafe,BTM,"['tea', 'coffee']",12.91127585,77.60456543431182,10452.0
"73/136, Bridge Metropolis, Garudachpalya Main Road, Whitefield, Bangalore",Mr.Boiler,Whitefield,"['chai', 'samosa', 'french fries', 'jaggery chai', 'shakes', 'pakoda', 'fries', 'milk', 'milkshake']",12.9696365,77.7497448,10452.0
"236, 18th cross, 2nd Main Road, Bapujinagar, Mysore Road, Bangalore",Nandini Milk Parlour and Restaurant,Mysore Road,[],12.9466619,77.5300896,10452.0
"PWD Road, BK Abbaiah Layout, Akash Nagar, B Narayanapura, Mahadevpura, Whitefield, Bangalore",Curries and Pickles,Whitefield,[],12.9696365,77.7497448,10452.0
"36/2, Bangalore Football Turf, Hennur Ring Road Junction, Kalyan Nagar Post",Snack shop,Kalyan Nagar,[],13.0221416,77.6403368,10452.0
"Electronic City, Bangalore",Kasturi Grand,Electronic City,[],12.8487599,77.64825295827616,10452.0
"61, 1st Main, 5th Cross, Nanjappa Layout, Adugodi, Koramangala 8th Block, Bangalore",Banashree Caterers,Koramangala 8th Block,[],12.9408685,77.617338,10452.0
"595, Ground Floor, Kundalahalli, Varthur Hobli Mahadevpura, Marathahalli, Bangalore",PK Dhaba,Marathahalli,[],12.9552572,77.6984163,10452.0
"H-26, 22nd Main, 2nd Phase, JP Nagar, Bangalore",Mane Biryani,JP Nagar,[],12.9120761,77.57939318031076,10452.0
"282/1, Behind Sony Center, Hennur Ring Road Circle, Kalyan Nagar, Bangalore",Bhuvaneshwari Mess,Kalyan Nagar,[],13.0221416,77.6403368,10452.0
"401, Akashnagar, Anugraha Layout, Whitefield, Bangalore",Vikky's Rasoi,Whitefield,[],12.9696365,77.7497448,10452.0
"3, Doddanakundi Phase 2, Industrial Area, Hoodi, Whitefield, Bangalore, Bengaluru",Daily Special,Whitefield,[],12.9696365,77.7497448,10452.0
"180/106, Pipeline, Kurubarahalli Main Road, Rajajinagar, Bangalore",Karnataka Biryani Point,Rajajinagar,[],12.9882338,77.554883,10452.0
"Koramangala 6th Block, Bangalore",Shayancafecito,Koramangala 5th Block,[],12.9348429,77.6189768,10452.0
"4062,19th A Main Road, HAL 2nd Stage, Old Airport Road, Bangalore",Rolls & Biryani,Old Airport Road,[],12.9586397,77.6651309,10452.0
"69/13, 3rd Main Road, BG Road Cross, Bismillah Nagar, Jayanagar, Bangalore",Bismillah Hotel,Jayanagar,[],12.9292731,77.5824229,10452.0
"B K Rama Reddy, Virat Nagar Circle, Bommanahalli, Bangalore",Amrutha Restaurant,Bommanahalli,[],12.9089453,77.6239038,10452.0
"60, Nehru Road, Kullappa Circle, Kammanahalli, Bangalore",MK Biryani,Kammanahalli,[],13.0093455,77.6377094,10452.0
"62, Tech City Layout Bettadasanpura Road, Electronic City, Bangalore",Balaji Foods,Electronic City,[],12.8487599,77.64825295827616,10452.0
"16/30, 1st Floor, M Ramakan Building, Near Jayadeva Hospital, BTM Layout 1st Stage, Gurappanapalya, Bannerghatta Road, Bangalore",Basveshwara Khaanavali,Bannerghatta Road,[],12.9521804,77.6041899,10452.0
"230/A, 6th Cross, S.t. Bed, Koramangala 4th Block, Bangalore",Raptures Chocolates,Koramangala 4th Block,[],12.9327778,77.6294052,10452.0
"#80, Puttenahalli Main Road JP.Nagar 6th Phase, Bangalore, JP Nagar, Bangalore",Maland Restaurant Veg & Non-Veg,JP Nagar,[],12.9120761,77.57939318031076,10452.0
"19, Kammanahalli Main Road, Kammanahalli, Bangalore",Sri Krishna Sweets,Kammanahalli,[],13.0093455,77.6377094,10452.0
"12, Aayee Matha Temple Rd, Vinayaka Nagar, Muneswara Nagar, Sector 6, HSR, Bangalore",Sree Balaji Sweets Shop,HSR,[],12.9116225,77.6388622,10452.0
"71, 1F, Sarjapur Main Road, Kaikondrahalli, Sarjapur Road, Bangalore",Ambur Star Dum Biryani,Sarjapur Road,['kabab'],12.920441,77.6653284,10452.0
"9/20, 100 Feet Road, Near Sarakki Signal, 1st Phase, JP Nagar, Bangalore",Hotel Chiguru,JP Nagar,[],12.9120761,77.57939318031076,10452.0
"Ground Floor, Renuka Complex, Kaikondrahalli, Opposite Fire Station, Sarjapur Road, Bangalore",Cafe Repeat,Sarjapur Road,[],12.920441,77.6653284,10452.0
"12/0, Near Infosys 6th Gate, Opposite Altimetrik, Konappana Agrahara, Electronic City, Bangalore",Grand Fast Food,Electronic City,[],12.8487599,77.64825295827616,10452.0
"House 107, 13th A Cross, 2nd Stage, BTM, Bangalore",Ruchi's Foodies Blast,BTM,[],12.91127585,77.60456543431182,10452.0
"B-202, VRR Vista Apartments, 2nd Cross Road, Hoodi Kodighalli, Bangalore",Sheetals Home Food,Whitefield,[],12.9696365,77.7497448,10452.0
"194/54, 1st Main, B Block, Koramangala 8th Block, Bengaluru",SV Food Garden,Koramangala 8th Block,[],12.9408685,77.617338,10452.0
"Plot 160, Yadavanahally, Hosur Main Road, Attibele, Anekal Taluk, Electronic City, Bangalore",NS Garden Restaurant,Electronic City,['kabab'],12.8487599,77.64825295827616,10452.0
"Near Minerva Mill, Magadi Road, Bangalore",Amma's Thindi,Magadi Road,[],12.975608,77.5553564,10452.0
"8, First Floor, MR Building, Near Sapthagiri School, Carmelaram Station Road, Sarjapur Road, Bangalore",Laziz Pizza,Sarjapur Road,[],12.920441,77.6653284,10562.0
"Circuit Club, Embasssy Tech Village Food Court, Outer Ring Road, Devarabesnahalli, Varthur Hobli, Bellandur, Bangalore",Chung Wah,Bellandur,[],12.93103185,77.6782471,10563.0
"806/1, Rajeshwari Business Chambers, New Thippasandra Main Road,Indiranagar, Bangalore",Kulcha Kulture,Indiranagar,"['kulcha', 'bhurji']",12.9732913,77.6404672,10564.0
"Vaishnavi Sapphire Centre, Food Court, 9/36, Tumkur Road, Yeshwantpur, Bangalore",Chaat Lounge,Yeshwantpur,"['paratha.', 'gobhi paratha', 'paratha']",13.02383,77.5529215,10565.5
"8/10, 1st Cross Road, Patel Narayanswamy Layout, Siddapura, Whitefield, Bengaluru, Karnataka 560066",The North and South Restaurant,Whitefield,[],12.9696365,77.7497448,10565.5
"125/126,141/142, 80 Feet Road, Near BDA Complex, 3rd Block, HBR Layout, Bangalore",Moghul's Restaurant,HBR Layout,[],13.0358698,77.6323597,10567.0
"1037, Block B, AECS Layout, Opposite ICICI Bank, Singasandra, Begur Hobli, Electronic City, Bangalore",Pandit Ji Sweets & Namkeen,Electronic City,[],12.8487599,77.64825295827616,10568.0
"89, Near City Railway Station Entrance, Majestic, Bangalore",Hare Krishna,Majestic,"['chhole bhature', 'dosa', 'bhature']",12.9756601,77.5731558,10569.0
"Nandhana Grand Hotel, 52, 6th Cross, 5th Main, 60 Feet Road, 6th Block, Koramangala 6th Block, Bangalore",Embers - Nandhana Grand Hotel,Koramangala 6th Block,[],12.9390255,77.6238477,10570.0
"93/1, 3rd Cross, Annayappa Garden, Opposite BJP MLA Office, HAL 3rd Stage, New Thippasandra, Bangalore",Nutty Squirrel,Thippasandra,[],12.973936,77.6509982,10571.0
"11/3, 21st Main Road, Near Maruthi Mandira, Vijay Nagar, Bangalore",Mallige Ootada Mane,Vijay Nagar,[],12.96591365,77.61269700388712,10572.0
"1131, 17th Cross, 7th Sector, Near Vasan Eye Clinic, HSR, Bangalore",Reddy's Paradise,HSR,[],12.9116225,77.6388622,10573.0
"G R Residency, 14th Cross, 20th Main, Venkateshwara Layout, Chikka Madivala, 1st Stage, BTM, Bangalore",TangyLicious,BTM,[],12.91127585,77.60456543431182,10574.0
"77 Town Center, Yemalur Road, Marathahalli Village, Marathahalli, Bangalore",Subway,Marathahalli,"['cheesy', 'cheesy chicken', 'chicken roast', 'chicken']",12.9552572,77.6984163,10575.0
"Hosapalya, HSR, Bangalore",Crunch Pizzas,HSR,[],12.9116225,77.6388622,10576.0
"1, SGR Dental Collage Road, Near Railway Gate, Munekolala, Marathahalli, Bangalore",Dawat Midnight Express,Marathahalli,"['fried rice', 'chicken', 'chicken fried rice', 'rice']",12.9552572,77.6984163,10577.0
"Indiranagar, Bangalore",Habib's Biryani,Indiranagar,"['salan', 'mutton biryani', 'raita', 'rice']",12.9732913,77.6404672,10578.0
"Ground Floor, RMR Shopping Complex, 3rd Cross, Neeladri Road, Phase 1, Electronic City, Banglore",Sunny's,Electronic City,[],12.8487599,77.64825295827616,10579.0
"Near NU Hospital Padmanabha Nagar, Banashankari, Bangalore",Parama Ruchi,Banashankari,[],12.9152208,77.573598,10580.5
"Near Trinity Meadows, Ramdev Medical Road, Bellandur, Bangalore",Biryani House,Bellandur,"['dum biryani', 'hyderabadi dum biryani', 'rice', 'rabadi']",12.93103185,77.6782471,10580.5
"173, Main Road, Sanjay Nagar, Bangalore",Star Food County,Sanjay Nagar,"['chicken', 'roll', 'chicken roll']",12.9578658,77.6958748,10582.0
"81 & 82, Sy No - 64, Naganatha pura (V), Begur (V) , Singasandra, Bangalore",Swathi Restaurant - The Vintage Inn,Electronic City,"['chicken', 'gongura chicken']",12.8487599,77.64825295827616,10583.0
"Bloomingdale Layout, Off, Sarjapur Road, Bangalore",Heavenly Desserts,Sarjapur Road,['cake'],12.920441,77.6653284,10585.0
"10/3, Shamanna Garden, 22nd Main Rd, Phase 5, JP Nagar, Bangalore",Brew Point,JP Nagar,"['strawberry', 'tea', 'maggi', 'strawberry mojito', 'egg', 'paneer', 'chicken', 'soft beverage', 'chicken pop', 'paneer maggi', 'rice', 'paneer schezwan', 'coffee', 'wild honey', 'sandwich', 'chicken pops', 'burger', 'soft beverages', 'litchi', 'mojito']",12.9120761,77.57939318031076,10585.0
"Bangalore Central, Residency Road, Bangalore",Cafe Coffee Day,Residency Road,"['sizzling brownie', 'brownie', 'cake']",13.0530002,77.6204833,10585.0
"Bashyam Circle, Rajajinagar, Bangalore",New Shanthi Sagar,Rajajinagar,[],12.9882338,77.554883,10587.5
"11, 1st cross Road, Williams Town, Benson Town, Frazer Town, Bangalore",Kenz Karam,Frazer Town,"['lassi', 'classic', 'choco']",12.9986827,77.615525,10587.5
"145, Ashwath Nagar, Marathahalli Ring Road, Marathahalli, Bangalore",New Tandoori Point,Marathahalli,['rice'],12.9552572,77.6984163,10589.0
"158/2&3, 1st Floor, Near HDFC Bank & Three Leaf, Namjoshi Road, Vignan Nagar, Marathahalli, Bangalore",Jiyan Swadista,Marathahalli,[],12.9552572,77.6984163,10590.5
"483, 2nd Cross, 8th Main Road, Vijay Nagar, Bangalore",Flodeis,Vijay Nagar,"['french fries', 'chocolate', 'fruit falooda', 'choco', 'fries', 'falooda']",12.96591365,77.61269700388712,10590.5
"Food Court, Soul Space Arena, Doddanekundi, Marathahalli, Bangalore",Desi Vibes,Marathahalli,"['chicken', 'chicken biryan', 'chicken masala', 'chicken biryani']",12.9552572,77.6984163,10592.0
"The Collonnade, The Leela Palace, Old Airport Road, Bangalore",L'inoui - The Leela Palace,Old Airport Road,"['chocolate', 'lassi', 'classic', 'hot choco', 'chocolate lover', 'choco', 'coffee', 'hot chocolate', 'rice']",12.9586397,77.6651309,10593.0
"28, Ameen House, Sulthangunta, Shivajinagar, Bangalore",CafÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ© MH-28,Shivajinagar,[],12.986391,77.6075416,10596.0
"28, Ameen House, Sulthangunta, Shivajinagar, Bangalore",CafÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ© MH-28,Shivajinagar,[],12.986391,77.6075416,10596.0
"28, Ameen House, Sulthangunta, Shivajinagar, Bangalore",CafÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ© MH-28,Shivajinagar,[],12.986391,77.6075416,10596.0
